tld,has_rdap,ok_bases,bases,conformance,notes
cafe,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
cal,True,1,https://pubapi.registry.google/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://pubapi.registry.google/rdap/ OK 200
call,True,0,https://rdap.nominet.uk/call/,,https://rdap.nominet.uk/call/ no RDAP JSON detected
calvinklein,True,1,https://rdap.nic.calvinklein/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.calvinklein/ OK 400
cam,True,1,https://rdap.centralnic.com/cam/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/cam/ OK 200
camera,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
camp,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
canon,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
capetown,True,1,https://rdap.nic.capetown/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.capetown/rdap/ OK 404
capital,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
capitalone,True,1,https://rdap.nic.capitalone/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.capitalone/ OK 400
car,True,1,https://rdap.centralnic.com/car/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/car/ OK 200
caravan,True,1,https://rdap.nic.caravan/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.caravan/ OK 400
cards,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
care,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
career,True,0,https://rdap.nominet.uk/career/,,https://rdap.nominet.uk/career/ no RDAP JSON detected
careers,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
cars,True,1,https://rdap.centralnic.com/cars/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/cars/ OK 200
casa,True,1,https://rdap.nic.casa/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.casa/ OK 400
case,True,1,https://rdap.centralnic.com/case/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/case/ OK 200
cash,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
casino,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
cat,True,0,https://rdap.nic.cat/,,https://rdap.nic.cat/ no RDAP JSON detected
catering,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
catholic,True,1,https://rdap.nic.catholic/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.catholic/ OK 400
cba,True,1,https://rdap.nic.cba/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.cba/ OK 400
cbn,True,1,https://rdap.nic.cbn/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.cbn/ OK 400
cbre,True,1,https://rdap.nic.cbre/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.cbre/ OK 400
cc,True,1,https://tld-rdap.verisign.com/cc/v1/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://tld-rdap.verisign.com/cc/v1/help OK 200
cd,False,0,,,No RDAP base in bootstrap
center,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ceo,True,1,https://rdap.centralnic.com/ceo/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/ceo/ OK 200
cern,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
cf,False,0,,,No RDAP base in bootstrap
cfa,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
cfd,True,1,https://rdap.centralnic.com/cfd/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/cfd/ OK 200
cg,False,0,,,No RDAP base in bootstrap
ch,False,0,,,No RDAP base in bootstrap
chanel,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
channel,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
charity,True,1,https://rdap.publicinterestregistry.org/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.publicinterestregistry.org/rdap/help OK 200
chase,True,0,https://rdap.nic.chase/,,https://rdap.nic.chase/ no RDAP JSON detected
chat,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
cheap,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
chintai,True,1,https://rdap.nic.chintai/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.chintai/ OK 400
christmas,True,1,https://rdap.centralnic.com/christmas/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/christmas/ OK 200
chrome,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
church,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ci,False,0,,,No RDAP base in bootstrap
cipriani,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
circle,True,0,https://rdap.nominet.uk/circle/,,https://rdap.nominet.uk/circle/ no RDAP JSON detected
cisco,True,1,https://rdap.nic.cisco/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.cisco/ OK 400
citadel,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
citi,True,1,https://rdap.nic.citi/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.citi/ OK 400
citic,True,1,https://rdap.zdnsgtld.com/citic/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.zdnsgtld.com/citic/ OK 400
city,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ck,False,0,,,No RDAP base in bootstrap
cl,False,0,,,No RDAP base in bootstrap
claims,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
cleaning,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
click,True,1,https://whois.uniregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://whois.uniregistry.net/rdap/ OK 404
clinic,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
clinique,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
clothing,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
cloud,True,1,https://rdap.registry.cloud/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.registry.cloud/rdap/ OK 404
club,True,1,https://rdap.nic.club/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.club/ OK 400
clubmed,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
cm,True,1,https://rdap.nic.cm/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.cm/ OK 200
cn,False,0,,,No RDAP base in bootstrap
co,False,0,,,No RDAP base in bootstrap
coach,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
codes,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
coffee,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
college,True,1,https://rdap.centralnic.com/college/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/college/ OK 200
cologne,True,1,https://rdap.ryce-rsp.com/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.ryce-rsp.com/rdap/ OK 404
com,True,1,https://rdap.verisign.com/com/v1/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.verisign.com/com/v1/help OK 200
commbank,True,1,https://rdap.nic.commbank/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.commbank/ OK 400
community,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
company,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
compare,True,1,https://rdap.nic.compare/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.compare/ OK 400
computer,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
comsec,True,1,https://tld-rdap.verisign.com/comsec/v1/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://tld-rdap.verisign.com/comsec/v1/help OK 200
condos,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
construction,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
consulting,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
contact,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
contractors,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
cooking,True,1,https://rdap.nic.cooking/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.cooking/ OK 400
cool,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
coop,True,1,https://rdap.registry.coop/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.registry.coop/rdap/ OK 404
corsica,True,1,https://rdap.nic.corsica/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.corsica/ OK 200
country,True,1,https://whois.uniregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://whois.uniregistry.net/rdap/ OK 404
coupon,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
coupons,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
courses,True,1,https://rdap.nic.courses/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.courses/ OK 400
